0,1435051750705
1,1435052054495
2,1435052130030
3,1435052251982
4,1435052554412
5,1435052781355
6,1435052905722
7,1435052938634
8,1435053081001
9,1435053251208
10,1435053381400
11,1435053431448
12,1435053441416
0,1435053563079
