0,1435051665853
1,1435052063294
2,1435052106022
3,1435052285422
4,1435052587981
5,1435052778573
6,1435052900770
7,1435053009589
8,1435053139075
9,1435053264549
10,1435053391960
11,1435053419090
12,1435053434837
0,1435053586704
