Family-size chocolate bars (one per person),A compass,750 ml of whisky,A sectional air map made of plastic,6m x 6m (~20 ft x 20 ft) piece of heavy-duty canvas,Extra shirt and trousers for each survivor,Cigarette lighter (without fluid),Newspapers (one per person),Can of butter,A loaded 45-caliber pistol,A small axe,A ball of steel wool
1,1,2,1,2,1,1,1,2,1,1,1
